pmid,abstract
14967851,"To estimate the incidence and document the clinical characteristics of Williams-Beuren syndrome in the Hong Kong Chinese population.Cytogenetic analysis and retrospective study.Clinical Genetic Service, Department of Health, Hong Kong.Forty-one Chinese patients with Williams-Beuren syndrome.From 1 January 1995 to 30 June 2002, fluorescence in situ hybridisation was used to confirm diagnoses in 41 cases of Williams-Beuren syndrome by detecting chromosome 7q microdeletion. Case records were reviewed, the incidence of the condition in the local population was estimated, and the main clinical characteristics were determined.The minimal incidence of Williams-Beuren syndrome in this locality was estimated to be approximately 1 per 23500 live births. Common dysmorphic facial features included periorbital fullness (83%), full lips (80%), a long philtrum (51%), a flat nasal bridge (41%), and abnormal teeth (37%). No patients had a stellate iris. The majority (82%) had at least one documented cardiac anomaly; among these patients, peripheral pulmonary stenosis was diagnosed in 61% and supravalvular aortic stenosis in 45%. Nearly all (93%) of the study group exhibited developmental delay.As in the West, patients with Williams-Beuren syndrome in the Hong Kong Chinese population display craniofacial dysmorphism, cardiovascular anomalies, and mental deficiency. Supravalvular aortic stenosis-the cardiac defect most commonly associated with Williams-Beuren syndrome in western countries-is less common than peripheral pulmonary stenosis in this region. Studies involving periodic cardiovascular evaluation are needed to confirm if this difference is significant."
8407119,"The data of 750 consecutive uveitis patients who visited the uveitis department of the Rotterdam Eye Hospital were analysed by computer. Anterior uveitis was diagnosed most frequently (52%), mostly the acute form. We found a high percentage of Fuchs' heterochromic iridocyclitis and HLA-B27+ iridocyclitis. In the posterior uveitis group appeared the more recent clinical entities such as acute retinal necrosis, Birdshot retinochoroidopathy, CMV-retinitis, AMPPE and ocular candidiasis. Ocular Toxoplasmosis was still the leading cause in this group. These data will be compared with other studies of similar populations. Factors influencing frequency of subtypes of uveitis and bias of this study will be discussed."
25887961,"Patients with chronic abdominal pain occasionally suffer from the anterior cutaneous nerve entrapment syndrome (ACNES). A substantial number of patients report previous visits to an emergency department (ED) with acute pain. Aim of this study was to obtain the incidence of ACNES in patients presenting with abdominal pain in the ED of a Dutch teaching hospital.In this observational study, data sets of all patients visiting Máxima Medical Center's (MMC) ED in 2011-2012 were searched for key terms 'ACNES', 'intercostal neuralgia' or 'abdominal wall pain'. Files of potential patients living within hospital's adherence area were checked using accepted criteria indicating the presence of ACNES. Disease incidence was calculated as a ratio to the hospital's adherence data. The ACNES MMC 2013's incidence in patients evaluated in the surgical outpatient department was also calculated.During the study period, 473 ED patient files met inclusion criteria. A total of 88 patients belonging to MMC's adherence area were diagnosed with ACNES leading to a mean 22/100.000 ACNES yearly incidence rate. About one of 50 patients with abdominal pain visiting the ED suffered from ACNES. A 35/100.000 outpatient department ACNES incidence rate was calculated in the year of 2013. Combining these two ratios, a 1:1800 ACNES incidence in the general population was obtained.In an ED setting of a Dutch teaching hospital, approximately 2% of patients presenting with acute abdominal pain suffered from ACNES. ED physicians should consider ACNES in abdominal pain patients with normal laboratory or imaging tests."
29048419,"PurposeFarber disease (OMIM 22800) is an ultrarare progressive multisystemic neurodevelopmental storage disorder caused by a deficiency of the lysosomal enzyme acid ceramidase (AC). Hard clinical end points for future clinical trials remain to be defined.MethodsWe quantitatively analyzed published cases with Farber disease (N = 96). The main outcome variables were survival and diagnostic delay. As a potential predictor of survival, the influence of residual AC enzyme activity was investigated. The analysis was performed in compliance with STROBE criteria.ResultsThe median survival period of the study population was 3 years. The median age at disease onset was 3 months, and the median age at diagnosis was 17 months. The median diagnostic delay was 13.75 months. Patients with residual AC activity in fibroblasts at more than 5.1% of the normal level survived significantly longer than patients with residual AC activity below this threshold. In addition, higher residual AC activity was associated with a later onset of symptoms.ConclusionFarber disease onset is in infancy. Diagnostic delay is typically substantial. Our data suggest a phenotype-biomarker association with implications for future clinical and therapeutic trials. In the absence of a prospective multicenter natural-history study protocol, we believe that our modeling approach, based on published case descriptions, is the best and most timely approximation for generalizability."
12088082,"There are limited population-based data on the occurrence of Williams syndrome. We estimated its prevalence combining data from two investigations. One was an epidemiologic study originally designed to assess the prevalence and etiology of mental retardation among 30,037 Norwegian children born between 1980 and 1985 and living in Akershus County on January 1, 1993. The other investigation was a national survey of Williams syndrome. In the first study, 213 children were referred for evaluation, whereas the second study comprised 57 cases with Williams syndrome born between 1970 and 1992, who were referred for evaluation from all Norwegian counties. The epidemiologic study revealed three children with Williams syndrome, whereas one additional case complying with our demographic criteria was identified in the national survey, thus giving a prevalence of 1 in 7500. In all cases, a typical chromosome 7q11.23 deletion was detected. We also conclude that Williams syndrome is not an uncommon cause of mental retardation, with a prevalence of approximately 6% of patients with genetic etiology."
15659944,"PURPOSE OF REVIEW:Acute lung injury and its extreme manifestation, acute respiratory distress syndrome, complicate a wide variety of serious medical and surgical conditions, only some of which affect the lung directly. Despite recent evidence-based advances in clinical management, acute lung injury and acute respiratory distress syndrome are associated with significant mortality. Detailed epidemiology is essential in guiding the recruitment of patients into trials of new therapeutic interventions, thereby improving outcome and allowing directed allocation of scarce resources. RECENT FINDINGS:The incidence of acute lung injury in the United States overall (17-64 per 100,000 person-years) seems to be higher than in Europe, Australia, and other developed countries (17-34 per 100, 000 person-years). The mortality rates for patients with acute respiratory distress syndrome range from 34 to 58%. The hypothesis that pulmonary and extrapulmonary acute respiratory distress syndromes are different disease entities continues to gain momentum. A genetic predisposition to acute respiratory distress syndrome may contribute to its pathogenesis and outcome. SUMMARY:Recent epidemiologic studies of the incidence of acute lung injury and acute respiratory distress syndrome have indicated a similar incidence in developed societies, and they confirm that mortality is falling in comparison with a decade ago. The awaited publication of new consensus guidelines for the definition of acute lung injury and acute respiratory distress syndrome may render new studies necessary."
15815000,"Between 1999 and 2002, 496 invasive group A streptococcal (GAS) isolates from clinical microbiological departments in Denmark and subsequently 487 (98%) questionnaires from the clinicians treating the patients were received as part of a national surveillance. emm types and streptococcal superantigen (SAg) genes were determined. The incidence of invasive GAS infections was on average 2.3 per 100,000 per year. Bacteremia with no focal symptoms (27%) was together with erysipelas (20%) the most prevalent clinical diagnoses. Streptococcal toxic shock syndrome occurred in 10% of patients, of which 56% died. The overall case fatality rate within 30 days was 23%. In total, 47 different emm types were identified, of which emm1, emm3, emm4, emm12, emm28, and emm89 were identified in 72% of the 493 available isolates. During the 4-year period the presence of emm1 increased from 16% in 1999 to 40% in 2002. Concurrently, the presence of emm3 decreased from 23% in 1999 to 2% in 2002. The emm1 isolates predominantly carried speA, although the frequency decreased from 94% in 1999 to 71% in 2002, whereas the emm1-specific prevalence of speC increased from 25 to 53%. In a historical perspective, this could be interpreted as a reemergence of emm1 and could indicate a possible introduction of a new emm1 subclone. However, this reemergence did not result in any significant changes in the clinical manifestations during the study period. Our results show the complexity of invasive GAS infections, with time-dependent variations in the incidence and distribution of emm and SAg genes, which emphasizes the need for continuous epidemiological and molecular investigations."
21134832,"BACKGROUND: Primary biliary cirrhosis (PBC) is an uncommon autoimmune cholestatic disease that predominantly affects women. Certain human leukocyte antigens (HLAs) have been reported to be associated with susceptibility for PBC. We describe the profiles of PBC in Brunei Darussalam. METHODS: All patients with PBC (n = 10) were identified from our prospective databases. The HLA profiles (n = 9, PBC) were compared to controls (n = 65) and patients with autoimmune hepatitis (n = 13, AIH). RESULTS: All patients were women with a median age of 51 years (27-83) at diagnosis. The prevalence rate of the disease was 25.6/million-population and the estimated incidence rate varied from 0 to 10.3/million-population per year. Chinese (41.15/million) and the indigenous (42.74/million) groups had higher prevalence rates compared to Malays (22.62/million). The prevalence among female population was 54.6/million-population. All patients were referred for abnormal liver profiles. Five patients had symptoms at presentations: jaundice (20%), fatigue (20%), arthralgia (30%) and pruritus (20%). Serum anti-mitochondrial antibody was positive in 80% of the patients. Overlap with AIH was seen in 30%. Liver biopsies (n = 8) showed stage I (n = 2), II (n = 4) and III (n = 2) fibrosis. There were no significant differences in the HLA profiles between PBC and AIH. Compared to the controls, PBC patients had significantly more HLA class I alleles specifically B7 (P = 0.003), Cw7 (P = 0.002) and Cw12 (P = 0.007) but not the class II alleles. At a median follow-up of 23.5 months (2 to 108), all patients were alive without evidence of disease progression. CONCLUSIONS: PBC is also a predominant female disorder in our local setting and most had mild disease. The HLA profiles of our patients were different to what have been reported."
10209187,"Although there are now widely accepted diagnostic criteria for chronic inflammatory demyelinating polyradiculoneuropathy (CIDP) there are few epidemiological data. A prevalence study was performed in the four Thames health regions, population 14 049 850. The prevalence date was 1 January 1995. Data were from a national consultant neurologist surveillance programme and the personal case series of two investigators. A diagnosis of CIDP was made according to definite, probable, possible, or suggestive diagnostic criteria. A wide difference in prevalence rates between the four health regions was noted, probably due to reporting bias. In the South East Thames Region, from which the data were most comprehensive the prevalence for definite and probable cases was 1.00/100 000; the highest total prevalence (if possible and suggestive cases were included) would have been 1.24/100 000. On the prevalence date 13% of patients required aid to walk and 54% were still receiving treatment."
15961947,"BACKGROUND: Primary hyperoxaluria (PH) is a heterogeneous disease with variable age of onset and inconsistent progression into renal failure (ESRF). AIMS: In 1994 we initiated a survey within our Pediatric Nephrology working group to ascertain epidemiologic data and current practices. Updates were performed in 2000 and 2004. RESULTS: Diagnosis of PH was made in 65 patients (42 with PH type I, 3 with PH type II, 12 unclassified and 8 reported dead), which suggests a minimum prevalence of 0.7 per 1 million of the population. First symptoms were urolithiasis, nephrocalcinosis, urinary tract infection or hematuria. Diagnosis was often delayed and was made only in ESRF in 11% of patients. Measurement of urine metabolites or plasma oxalate in ESRF was performed in 76 and 57%, respectively. Determination of enzyme activity in liver biopsy (55% overall) and mutation analysis have increasingly been performed since 2000 (84.2 and 51%). Treatment included high fluid intake, pyridoxine, citrate and magnesium preparations. Pyridoxine response was reported in 21% of patients. No genotype/phenotype correlation was seen. Most patients (39) do not require renal replacement therapy, 5 patients receive chronic hemodialysis. Preemptive liver (n = 5) and combined liver-kidney transplantation (n = 9) were the preferred transplantation procedures. CONCLUSION: Despite increasing knowledge and awareness, diagnosis of PH is still too often delayed and diagnosis only made in ESRF. Most German patients, however, do currently not require renal replacement therapy. Genotype/phenotype correlations were not found. Combined liver kidney transplantation is the preferred procedure, but has its specific risks. Additional treatment options are clearly needed."
1303629,"Estimates of the Apert syndrome birth prevalence and the mutation rate are reported for Washington State, Nebraska, Denmark, Italy, Spain, Atlanta, and Northern California. Data were pooled to increase the number of Apert births (n = 57) and produce a more stable birth prevalence estimate. Birth prevalence of the Apert syndrome was calculated to be approximately 15.5/1,000,000 births, which is twice the rate determined in earlier studies. The major reason appears to be incomplete ascertainment in the earlier studies. The similarity of the point estimates and the narrow bounds of the confidence limits in the present study suggest that the birth prevalence of the Apert syndrome over different populations is fairly uniform. The mutation rate was calculated to be 7.8 x 10(-6) per gene per generation. Apert syndrome accounts for about 4.5% of all cases of craniosynostosis. The mortality rate appears to be increased compared to that experienced in the general population; however, further study of the problem is necessary."
2351917,"This was a retrospective case-control study of hydrops fetalis due to Bart hemoglobinopathy at Ramathibodi Hospital between 1978-1987. The incidence was 0.61 per 1,000 deliveries. Hydrops fetalis tend to go into labour prematurely with smaller fetuses and larger placentae. When compared with the control group there were statistically significant differences in the history of previous perinatal loss and obstetric complications i.e. hypertensive disorder in pregnancy and postpartum hemorrhage. Early diagnosis and termination of pregnancy will avoid these complications."
23532946,"Fraser syndrome is a rare autosomal recessive disorder characterized by cryptophthalmos, cutaneous syndactyly, laryngeal, and urogenital malformations. We present a population-based epidemiological study using data provided by the European Surveillance of Congenital Anomalies (EUROCAT) network of birth defect registries. Between January 1990 and December 2008, we identified 26 cases of Fraser syndrome in the monitored population of 12,886,464 births (minimal estimated prevalence of 0.20 per 100,000 or 1:495,633 births). Most cases (18/26; 69%) were registered in the western part of Europe, where the mean prevalence is 1 in 230,695 births, compared to the prevalence 1 in 1,091,175 for the rest of Europe (P = 0.0003). Consanguinity was present in 7/26 (27%) families. Ten (38%) cases were liveborn, 14 (54%) pregnancies were terminated following prenatal detection of a serious anomaly, and 2 (8%) were stillborn. Eye anomalies were found in 20/24 (83%), syndactyly in 14/24 (58%), and laryngeal anomalies in 5/24 (21%) patients. Ambiguous genitalia were observed in 3/24 (13%) cases. Bilateral renal agenesis was present in 12/24 (50%) and unilateral in 4/24 (17%) cases. The frequency of anorectal anomalies was particularly high (42%). Most cases of Fraser syndrome (85%) are suspected prenatally, often due to the presence of the association of renal agenesis and cryptophthalmos. In the European population, a high proportion (82%) of pregnancies is terminated, thus reducing the live birth prevalence to a third of the total prevalence rate."
20108378,"Data on the incidence of Parkinson's disease (PD) and atypical parkinsonian syndromes (APS) in East European countries and Asia are limited. The objective of this prospective population-based study was to determine the incidence of PD and APS in the Russian population. The study area was a large district of Moscow with a population of 1,237,900 inhabitants. Multiple sources of case ascertainment were used to identify incident cases of PD and APS between July 2006 and December 2008. All incident cases were examined by a specialist and followed up prospectively to confirm the diagnosis. The age-standardized incidence rates per 100,000/year were 9.03 [95% confidence interval (CI) 8.01-10.15] for PD, 0.11 (95% CI 0.03-0.23) for multiple system atrophy, 0.14 (95% CI 0.08-0.21) for progressive supranuclear palsy, and 0.02 (95% CI 0.01-0.12) for corticobasal degeneration. The age-standardized male-to-female ratio of PD was 0.87 for all ages and 1.46 for those aged 60 and older. A high proportion of new cases with PD (34%) and APS (50%) had comorbid depressive symptoms. Given the rapid growth of the elderly population in Eastern Europe and Asia, the epidemiology of PD and APS in these regions should be investigated in greater depth. The incidence of PD in our study was slightly lower than in studies of Western populations and the male-to-female ratio was closer to those reported in studies from Asia. The clinical implication of our study is that it highlights the need for better diagnosis and treatment of depression in early stages of PD."
10351930,"To determine the incidence and 90-d mortality of acute respiratory failure (ARF), acute lung injury (ALI), and the acute respiratory distress syndrome (ARDS), we carried out an 8-wk prospective cohort study in Sweden, Denmark, and Iceland. All intensive care unit (ICU) admissions (n = 13,346) >/= 15 yr of age were assessed between October 6th and November 30th, 1997 in 132 of 150 ICUs with resources to treat patients with intubation and mechanical ventilation (I + MV) >/= 24 h. ARF was defined as I + MV >/= 24 h. ALI and ARDS were defined using criteria recommended by the American-European Consensus Conference on ARDS. Calculation to correct the incidence for unidentified subjects from nonparticipating ICUs was made. No correction for in- or out-migration from the study area was possible. The population in the three countries >/= 15 yr of age was 11.74 million. One thousand two hundred thirty-one ARF patients were included, 287 ALI and 221 ARDS patients were identified. The incidences were for ARF 77.6, for ALI 17.9, and for ARDS 13.5 patients per 100,000/yr. Ninety-day mortality was 41.0% for ARF, including ALI and ARDS patients, 42.2% for ALI not fulfilling ARDS criteria, and 41.2% for ARDS."
21924570,"A research committee supported by the Japanese government conducted a nationwide survey on the epidemiology of acute encephalopathy in Japan using a questionnaire. A total of 983 cases reportedly had acute encephalopathy during the past 3 years, 2007-2010. Among the pathogens of the preceding infection, influenza virus was the most common, followed by human herpesvirus-6 (HHV-6) and rotavirus. Among syndromes of acute encephalopathy, acute encephalopathy with biphasic seizures and late reduced diffusion (AESD) was the most frequent, followed by clinically mild encephalitis/encephalopathy with a reversible splenial lesion (MERS), acute necrotizing encephalopathy (ANE) and hemorrhagic shock and encephalopathy syndrome (HSES). Influenza virus was strongly associated with ANE and MERS, HHV-6 with AESD, and rotavirus with MERS. Mortality was high in ANE and HSES, but was low in AESD, MERS and HHV-6-associated encephalopathy. Neurologic sequelae were common in AESD and ANE, but were absent in MERS."
23211574,"Twenty years ago, the groundbreaking discovery that rearranged during transfection (RET) mutations underlie multiple endocrine neoplasia 2 (MEN2) and familial medullary thyroid cancer (FMTC) ushered in the era of personalized medicine. MEN2-associated signs, taking time to manifest, can be subtle. This study sought to clarify to what extent conventional estimates of 1:200 000-500 000 underestimate the incidence of RET mutations in the population.Included in this retrospective investigation were 333 RET carriers born between 1951 and 2000 and operated on at the largest German surgical referral center (286 carriers) or elsewhere (47 carriers).To estimate the incidence of RET mutations, the number of RET carriers born in Germany in five decades (1951-1960, 1961-1970, 1971-1980, 1981-1990, and 1991-2000) was divided by the corresponding number of German live births.Owing to improved diagnosis and capture of FMTC and MEN2 patients, minimum incidence estimates increased over time: overall from 5.0 (1951-1960) to 9.9 (1991-2000) per million live births and year (P=0.008), and by American Thyroid Association/ATA class from 1.7 to 3.7 for ATA class C (P=0.008); from 1.8 to 2.7 for ATA class A (P=0.017); from 1.5 to 2.2 for ATA class B (P=0.20); and from 0 to 1.4 for ATA class D mutations per million live births and year (P=0.008). Based on 1991-2000 incidence estimates the prevalence in Germany is ∼1:80 000 inhabitants.The molecular minimum incidence estimate of ≈1:100 000 was two- to fivefold greater than conventional estimates of 1:200 000-500 000."
7829889,"Recent studies have suggested that in Tunisia, pemphigus foliaceus is more frequent in young women than expected. To confirm these findings, we compared the incidence rates of pemphigus in Tunisia as a whole and in a large area of France. New cases of pemphigus were detected retrospectively from dermatology departments and pathology laboratories over a 6-year period and classified as pemphigus vulgaris or foliaceus according to the pathology. In France, the incidence rate was 1.7 cases per million per year (95% confidence interval 1.4 to 2.1). Pemphigus vulgaris accounted for 73% of all cases, incidence increased with age, and the female-to-male sex ratio was 1.2. The incidence rate was significantly higher in Tunisia than in France: 6.7 cases per million per year (95% confidence interval 5.8 to 7.7); pemphigus foliaceus was more frequent (61%), the female-to-male sex ratio was 4.1, and the incidence rate was higher in young women. The incidence rate was 15.5 cases per million per year for pemphigus foliaceus among women aged 25 to 34 years and was even higher in some rural areas. No case was observed among household members or in neonates, and only one case occurred in childhood. Thus, we confirmed that the epidemiology of pemphigus in Tunisia is unusual. High rates of pemphigus foliaceus among young people living in rural areas are reminiscent of Brazilian pemphigus. However, the absence of cases among genetically related household members and during childhood, and the large predominance of women, contrast with Brazilian pemphigus."
6929995,"The prevalence of SLE was determined in Dunedin, where there is a relatively stable population with ready access to hospital facilities. The overall prevalence of the disease was 1/6780 and its prevalence in women 1/4312."
9575454,"Screening for congenital hypothyroidism was carried out by measuring thyroid stimulating hormone (TSH) on dried blood spots (mean + 2SD cut off value 12 microU/ml) by fluoroimmunoassay using DELFIA kits. A total of 20,021 infants were screened, and seven cases with congenital hypothyroidism were detected, giving an incidence of congenital hypothyroidism of 1:2860 (female:male ratio 6:1). In four of seven infants with congenital hypothyroidism (57%) the mother also had thyroid disease, supporting the importance of genetic factors as a cause of congenital hypothyroidism. Transient hyperthyrotropinaemia occurred in 654 infants (recall rate 3.3%). There was a significant association of transient hyperthyrotropinaemia only with cardiac failure at birth or caesarean section (p < 0.01). Family studies showed no predisposition to thyroid diseases associated with a transient increase of TSH."
25172239,"To date, only a small number of studies have examined the epidemiology of systemic lupus erythematosus (SLE) on a nation-wide basis. We used French national administrative databases to analyze the nation-wide prevalence and incidence rates of SLE within the largest French health insurance scheme, which covers 86% of the population (almost 58,200,000 individuals). Patients with SLE were identified if they had full coverage for a chronic disease with a code (ICD-10th M32) in the health insurance information system, or if they had a SLE code in the hospital discharge database as a primary or secondary diagnosis in 2010. We defined incident cases as patients who had a new long-term disease diagnosis of SLE in 2010. Overall, 27,369 individuals were identified as having SLE, of whom 88% were female. The crude 2010 prevalence of identified SLE was 47.0/100,000, and the WHO age-standardized rate was 40.8/100,000. The crude 2010 annual incidence of SLE was 3.32 cases per 100,000 with peaks in females aged 30-39 years old (9.11/100,000) and in males aged 50-59 years old (1.78/100,000). Major differences in regional age-standardized prevalence rates were observed, with the highest rates in the Caribbean oversea areas (up to 126.7/100,000), and the lowest rates in north-western metropolitan territories (down to 29.6/100,000). This is the largest nation-wide population-based study of SLE patients to date, based on more than 58 million beneficiaries of the French health insurance system. These data and subsequent analyses provide guidance to both clinicians and policymakers for improving care of SLE."
20347176,"Primary biliary cirrhosis (PBC) is a chronic inflammatory autoimmune disease that mainly targets the cholangiocytes of the interlobular bile ducts in the liver. The condition primarily affects middle-aged women. Without treatment, PBC generally progresses to cirrhosis and eventually liver failure over a period of 10-20 years. PBC is a rare disease with prevalence of less than 1/2000. PBC is thought to result from a combination of multiple genetic factors and superimposed environmental triggers. The contribution of the genetic predisposition is evidenced by the familial clustering. Several risk factors, including exposure to infectious agents and chemical xenobiotics, have been suggested. Ursodeoxycholic acid (UDCA) is currently the only FDA-approved medical treatment for PBC. When administered at doses of 13-15 mg/kg/day, a majority of patients with PBC have a normal life expectancy without additional therapeutic measures. One out of three patients does not adequately respond to UDCA therapy and may need additional medical therapy and/or liver transplantation. This review summarises current knowledge on the epidemiology, ethiopathogenesis, clinical, and therapeutic aspects of PBC."
1314763,"The incidence and prevalence rates of familial adenomatous polyposis (FAP) in Finland between 1961 and 1990 were estimated from Finnish polyposis registry data comprising 81 FAP families, including 251 affected patients. In addition, the effect of family screening on the occurrence of colorectal carcinoma was evaluated by comparing the call up and proband groups and calculating the proportion of FAP among all patients with colorectal carcinoma. The incidence of FAP was 0.62 to 2.38 per million and the prevalence increased steadily from 0.88 to 26.3 million during the study period suggesting improving prognosis. Altogether 76 of 116 probands (65.5%) had colorectal carcinoma compared with only five of 76 call up patients (6.6%). Consequently, the life expectancy of the call up patients was significantly better than that of the probands from the age of 31 years and above. However, at most, 0.53% of all colorectal carcinomas were associated with FAP in 1966-70, and the diminishing frequency of this proportion was more a result of an increase in sporadic colorectal carcinomas in Finland than of family screening for FAP. Family screening is very effective in FAP and must always be undertaken when a new proband is diagnosed."
19095780,"To estimate the incidence of nutritional rickets and the incidence and prevalence of hereditary rickets.Population-based retrospective cohort study based on a review of medical records.Patients aged 0-14.9 years referred to or discharged from hospitals in southern Denmark from 1985 to 2005 with a diagnosis of rickets were identified by register search, and their medical records were retrieved. Patients fulfilling the diagnostic criteria of primary rickets were included.We identified 112 patients with nutritional rickets of whom 74% were immigrants. From 1995 to 2005, the average incidence of nutritional rickets in children aged 0-14.9 and 0-2.9 years was 2.9 and 5.8 per 100,000 per year respectively. Among immigrant children born in Denmark, the average incidence was 60 (0-14.9 years) per 100,000 per year. Ethnic Danish children were only diagnosed in early childhood and the average incidence in the age group 0-2.9 years declined from 5.0 to 2.0 per 100,000 per year during 1985-1994 to 1995-2005. Sixteen cases of hereditary rickets were diagnosed during the study period giving an average incidence of 4.3 per 100,000 (0-0.9 years) per year. The prevalence of hypophosphatemic rickets and vitamin D-dependent rickets type 1 was 4.8 and 0.4 per 100,000 (0-14.9 years) respectively.Nutritional rickets is rare in southern Denmark and largely restricted to immigrants, but the incidence among ethnic Danish children was unexpectedly high. Hereditary rickets is the most common cause of rickets in ethnic Danish children, but nutritional rickets is most frequent among all young children."
20871439,"BACKGROUND: The incidence of diagnosed sporadic unilateral vestibular schwannomas (VS) has increased, due primarily to more widespread access to magnetic resonance imaging. OBJECTIVE: To present updated epidemiological data on VS incidence, as well as patient age, hearing acuity, tumor size, and localization at diagnosis for the last 4 decades in an unselected population, with emphasis on developments in recent years. METHODS: From 1976 to 2008, 2283 new cases of VS were diagnosed and registered in a national database covering 5.0 to 5.5 million inhabitants. Incidence during the period, patient sex and age, data on hearing (pure tone average and speech discrimination), and tumor size at diagnosis were retrieved from the database. RESULTS: The incidence increased from 3.1 diagnosed VS per million per year in 1976 to a peak of 22.8 VS per million per year in 2004, which was followed by a decrease to 19.4 VS per million per year in 2008. Mean tumor size at diagnosis decreased from 30 mm in 1979 to 10 mm in 2008, whereas hearing acuity at diagnosis has improved over the years. CONCLUSION: After a steady increase over the last 4 decades, the incidence of vestibular schwannomas appears to have peaked and decreased in recent years, stabilizing at about 19 tumors per million per year. Whereas the sex ratio and age at diagnosis have remained grossly unchanged over the years, hearing has improved, and tumor size has decreased considerably."
17024564,"Primary immunodeficiency disorders (PID) are a heterogeneous group of diseases, characterized by an increased susceptibility to infections. A total of 930 patients (573 males and 357 females) are registered in Iranian PID Registry (IPIDR) during three decades. Predominantly antibody deficiencies were the most common (38.4%), followed by congenital defects of phagocyte number and/or function (28.3%), other well-defined immunodeficiency syndromes (17.7%), combined T- and B-cell immunodeficiencies (11.0%), complement deficiencies (2.4%), and diseases of immune dysregulation (2.3%). Common variable immunodeficiency was the most frequent disorder (20.8%), followed by chronic granulomatous disease, ataxia-telangiectasia, btk deficiency, selective IgA deficiency, and T-B-severe combined immunodeficiency. The frequency of other PID disorders was less than 50 in number (<5%). There is an increasing trend in recognition of more PID in the recent years. Construction of such registry is not only important for its epidemiological aspect but also for its role in increasing the physician's knowledge about such disorders."
20571287,"BACKGROUND: Charcot-Marie-Tooth disease (CMT) is the most common inherited neuropathy. CMT is classified into 2 main subgroups: a demyelinating and an axonal type. Further subdivisions within these 2 main categories exist and intermediate forms have more recently been described. Inheritance can be autosomal dominant, recessive or X-linked. CMT is associated with more than 30 loci, and about 25 causative genes have been described thus far. METHODS: We studied epidemiological, clinical and genetic characteristics of CMT in the Cypriot population. RESULTS: The prevalence of CMT in Cyprus on January 15, 2009, is estimated to be 16 per 100,000. Thirty-three families and 8 sporadic patients were ascertained. CMT was demyelinating in 52%, axonal in 33% and intermediate in 15% of the patients. Thirteen families had PMP22 duplication, 3 families had the PMP22 S22F mutation, 4 families had GJB1/Cx32 mutations, 2 families had different MPZ mutations, 1 of them novel, and 2 families had different MFN2 mutations. Nine families and 8 sporadic patients were excluded from the common CMT genes. CONCLUSION: The most frequent CMT mutation worldwide, the PMP22 duplication, is also the most frequent CMT mutation in the Cypriot population. Five out of the 8 other mutations are novel, not reported in other populations."
24780148,"The muscular dystrophies are a broad group of hereditary muscle diseases with variable severity. Population-based prevalence estimates have been reported but pooled estimates are not available. We performed a systematic review of worldwide population-based studies reporting muscular dystrophies prevalence and/or incidence using MEDLINE and EMBASE databases. The search strategy included key terms related to muscular dystrophies, incidence, prevalence and epidemiology. Two reviewers independently reviewed all abstracts, full text articles and abstracted data using standardized forms. Pooling of prevalence estimates was performed using random effect models. 1104 abstracts and 167 full text articles were reviewed. Thirty-one studies met all eligibility criteria and were included in the final analysis. The studies differed widely in their approaches to case ascertainment, resulting in significant methodological heterogeneity and varied data quality. The pooled prevalence of DMD and BMD was 4.78 (95% CI 1.94-11.81) and 1.53 (95% CI 0.26-8.94) per 100,000 males respectively. The incidence of DMD ranged from 10.71 to 27.78 per 100,000. This is the first meta-analysis of worldwide prevalence estimates for muscular dystrophies. There is a need for more epidemiological studies addressing global estimates on incidence and prevalence of muscular dystrophies, utilizing standardized diagnostic criteria as well as multiple sources of case ascertainment."
1360971,"Takayasu arteritis is a disease on which many investigations have been conducted to determine its causes, clinical features and treatment, since 1908 when it was reported by Dr. Takayasu. The first nationwide epidemiological survey on Takayasu arteritis was conducted over 3 years from 1973 through 1975 by a research group on ""aortitis syndrome"", a disease specified by the Ministry of Health and Welfare. Another nationwide survey on this disease over a period of 3 years was carried out from 1982 through 1984 by a research group focusing on ""systemic vascular lesion"", another disease specified by the Ministry of Health and Welfare. The present study reports on the combined results of these two nationwide epidemiological surveys."
