OrphaCode,Disease Name,Orpha Epi Type,Orpha Epi Class,Orpha Epi Rate,Orpha Loc,Source,PMID
447977,Progressive scapulohumeroperoneal distal myopathy,Point prevalence,<1 / 1 000 000,0.0,Worldwide,ORPHANET_25938801[PMID],25938801
447974,Klippel-Feil anomaly-myopathy-facial dysmorphism syndrome,Point prevalence,<1 / 1 000 000,0.0,Worldwide,ORPHANET_25748484[PMID],25748484
447980,19p13.3 microduplication syndrome,Point prevalence,<1 / 1 000 000,0.0,Worldwide,ORPHANET_25858326[PMID],25858326
447954,Combined oxidative phosphorylation defect type 25,Point prevalence,<1 / 1 000 000,0.0,Worldwide,ORPHANET_25754315[PMID],25754315
447964,Autosomal dominant Charcot-Marie-Tooth disease type 2V,Point prevalence,<1 / 1 000 000,0.0,Worldwide,ORPHANET_25818867[PMID],25818867
447961,Pigmentation defects-palmoplantar keratoderma-skin carcinoma syndrome,Point prevalence,<1 / 1 000 000,0.0,Worldwide,ORPHANET_25315659[PMID],25315659
459033,Ataxia-oculomotor apraxia type 4,Point prevalence,<1 / 1 000 000,0.0,Worldwide,ORPHANET_25728773[PMID]_27066586[PMID],25728773
459033,Ataxia-oculomotor apraxia type 4,Point prevalence,<1 / 1 000 000,0.0,Worldwide,ORPHANET_25728773[PMID]_27066586[PMID],27066586
459051,"Spondyloepiphyseal dysplasia, Stanescu type",Point prevalence,<1 / 1 000 000,0.0,Worldwide,ORPHANET_6430256[PMID]_26183434[PMID]_9592900[PMID],6430256
459051,"Spondyloepiphyseal dysplasia, Stanescu type",Point prevalence,<1 / 1 000 000,0.0,Worldwide,ORPHANET_6430256[PMID]_26183434[PMID]_9592900[PMID],26183434
459051,"Spondyloepiphyseal dysplasia, Stanescu type",Point prevalence,<1 / 1 000 000,0.0,Worldwide,ORPHANET_6430256[PMID]_26183434[PMID]_9592900[PMID],9592900
459061,Craniofacial dysplasia-short stature-ectodermal anomalies-intellectual disability syndrome,Point prevalence,<1 / 1 000 000,0.0,Worldwide,ORPHANET_26220823[PMID],26220823
459056,Autosomal recessive spastic paraplegia type 75,Point prevalence,<1 / 1 000 000,0.0,Worldwide,ORPHANET_24482476[PMID]_26179919[PMID],24482476
459056,Autosomal recessive spastic paraplegia type 75,Point prevalence,<1 / 1 000 000,0.0,Worldwide,ORPHANET_24482476[PMID]_26179919[PMID],26179919
459074,Corpus callosum agenesis-macrocephaly-hypertelorism syndrome,Point prevalence,<1 / 1 000 000,0.0,Worldwide,ORPHANET_25944787[PMID],25944787
459070,X-linked intellectual disability-cerebellar hypoplasia-spondylo-epiphyseal dysplasia syndrome,Point prevalence,<1 / 1 000 000,0.0,Worldwide,ORPHANET_26290468[PMID],26290468
458758,Composite hemangioendothelioma,Point prevalence,<1 / 1 000 000,0.0,Worldwide,ORPHANET_25666464[PMID],25666464
458763,Retiform hemangioendothelioma,Point prevalence,<1 / 1 000 000,0.0,Worldwide,ORPHANET_25812740[PMID],25812740
458768,Primary intralymphatic angioendothelioma,Point prevalence,<1 / 1 000 000,0.0,Worldwide,ORPHANET_21238627[PMID],21238627
458798,Spinocerebellar ataxia type 41,Point prevalence,<1 / 1 000 000,0.0,Worldwide,ORPHANET_25477146[PMID],25477146
458803,Spinocerebellar ataxia type 42,Point prevalence,<1 / 1 000 000,0.0,Worldwide,ORPHANET_26456284[PMID]_26715324[PMID],26456284
458803,Spinocerebellar ataxia type 42,Point prevalence,<1 / 1 000 000,0.0,Worldwide,ORPHANET_26456284[PMID]_26715324[PMID],26715324
457485,Macrocephaly-intellectual disability-neurodevelopmental disorder-small thorax syndrome,Point prevalence,<1 / 1 000 000,0.0,Worldwide,ORPHANET_27753196[PMID]_DOI:10.4137/JGE.S12583[OTHER]_25851998[PMID]_26542245[PMID],27753196
457485,Macrocephaly-intellectual disability-neurodevelopmental disorder-small thorax syndrome,Point prevalence,<1 / 1 000 000,0.0,Worldwide,ORPHANET_27753196[PMID]_DOI:10.4137/JGE.S12583[OTHER]_25851998[PMID]_26542245[PMID],25851998
457485,Macrocephaly-intellectual disability-neurodevelopmental disorder-small thorax syndrome,Point prevalence,<1 / 1 000 000,0.0,Worldwide,ORPHANET_27753196[PMID]_DOI:10.4137/JGE.S12583[OTHER]_25851998[PMID]_26542245[PMID],26542245
457265,Progressive myoclonic epilepsy type 9,Point prevalence,<1 / 1 000 000,0.0,Worldwide,ORPHANET_25954030[PMID],25954030
457279,Intellectual disability-macrocephaly-hypotonia-behavioral abnormalities syndrome,Point prevalence,<1 / 1 000 000,0.0,Worldwide,ORPHANET_26168268[PMID],26168268
457260,X-linked intellectual disability-hypotonia-movement disorder syndrome,Point prevalence,<1 / 1 000 000,0.0,Worldwide,ORPHANET_26235985[PMID],26235985
457240,X-linked intellectual disability-short stature-overweight syndrome,Point prevalence,<1 / 1 000 000,0.0,Worldwide,ORPHANET_26166480[PMID],26166480
457395,Progressive spondyloepimetaphyseal dysplasia-short stature-short fourth metatarsals-intellectual disability syndrome,Point prevalence,<1 / 1 000 000,0.0,Worldwide,ORPHANET_26365341[PMID],26365341
457406,Multiple mitochondrial dysfunctions syndrome type 4,Point prevalence,<1 / 1 000 000,0.0,Worldwide,ORPHANET_25539947[PMID],25539947
457375,ITPA-related lethal infantile neurological disorder with cataract and cardiac involvement,Point prevalence,<1 / 1 000 000,0.0,Worldwide,ORPHANET_26224535[PMID],26224535
457378,Complex lethal osteochondrodysplasia,Point prevalence,<1 / 1 000 000,0.0,Worldwide,ORPHANET_26365339[PMID],26365339
457359,Megalencephaly-severe kyphoscoliosis-overgrowth syndrome,Point prevalence,<1 / 1 000 000,0.0,Worldwide,ORPHANET_26138117[PMID],26138117
457365,Intellectual disability-muscle weakness-short stature-facial dysmorphism syndrome,Point prevalence,<1 / 1 000 000,0.0,Worldwide,ORPHANET_26192890[PMID],26192890
457284,Microcephaly-corpus callosum hypoplasia-intellectual disability-facial dysmorphism syndrome,Point prevalence,<1 / 1 000 000,0.0,Worldwide,ORPHANET_25533962[PMID]_26168268[PMID],25533962
457284,Microcephaly-corpus callosum hypoplasia-intellectual disability-facial dysmorphism syndrome,Point prevalence,<1 / 1 000 000,0.0,Worldwide,ORPHANET_25533962[PMID]_26168268[PMID],26168268
457351,Microcephaly-intellectual disability-sensorineural hearing loss-epilepsy-abnormal muscle tone syndrome,Point prevalence,<1 / 1 000 000,0.0,Worldwide,ORPHANET_26299366[PMID],26299366
457185,Neonatal encephalomyopathy-cardiomyopathy-respiratory distress syndrome,Point prevalence,<1 / 1 000 000,0.0,Worldwide,ORPHANET_26185144[PMID],26185144
457083,Isolated splenogonadal fusion,Point prevalence,Unknown,0.0,Worldwide,ORPHANET_15349548[PMID],15349548
457077,TAFRO syndrome,Point prevalence,<1 / 1 000 000,0.0,Worldwide,ORPHANET_27084250[PMID],27084250
457095,Actinomycosis,Point prevalence,Unknown,0.0,Worldwide,ORPHANET_18078685[PMID],18078685
457223,Syndromic sensorineural deafness due to combined oxidative phosphorylation defect,Point prevalence,<1 / 1 000 000,0.0,Worldwide,ORPHANET_25556185[PMID],25556185
457212,Progressive essential tremor-speech impairment-facial dysmorphism-intellectual disability-abnormal behavior syndrome,Point prevalence,<1 / 1 000 000,0.0,Worldwide,ORPHANET_25704603[PMID],25704603
457193,Autosomal dominant intellectual disability-craniofacial anomalies-cardiac defects syndrome,Point prevalence,<1 / 1 000 000,0.0,Worldwide,ORPHANET_25728775[PMID]_25728777[PMID]_27133397[PMID],25728775
457193,Autosomal dominant intellectual disability-craniofacial anomalies-cardiac defects syndrome,Point prevalence,<1 / 1 000 000,0.0,Worldwide,ORPHANET_25728775[PMID]_25728777[PMID]_27133397[PMID],25728777
457193,Autosomal dominant intellectual disability-craniofacial anomalies-cardiac defects syndrome,Point prevalence,<1 / 1 000 000,0.0,Worldwide,ORPHANET_25728775[PMID]_25728777[PMID]_27133397[PMID],27133397
457205,Infantile-onset axonal motor and sensory neuropathy-optic atrophy-neurodegenerative syndrome,Point prevalence,<1 / 1 000 000,0.0,Worldwide,ORPHANET_25504045[PMID],25504045
456369,Polyglucosan body myopathy type 2,Point prevalence,<1 / 1 000 000,0.0,Worldwide,ORPHANET_25272951[PMID]_26203156[PMID]_26255073[PMID]_26652229[PMID],25272951
456369,Polyglucosan body myopathy type 2,Point prevalence,<1 / 1 000 000,0.0,Worldwide,ORPHANET_25272951[PMID]_26203156[PMID]_26255073[PMID]_26652229[PMID],26203156
456369,Polyglucosan body myopathy type 2,Point prevalence,<1 / 1 000 000,0.0,Worldwide,ORPHANET_25272951[PMID]_26203156[PMID]_26255073[PMID]_26652229[PMID],26255073
456369,Polyglucosan body myopathy type 2,Point prevalence,<1 / 1 000 000,0.0,Worldwide,ORPHANET_25272951[PMID]_26203156[PMID]_26255073[PMID]_26652229[PMID],26652229
457050,Autosomal dominant mitochondrial myopathy with exercise intolerance,Point prevalence,<1 / 1 000 000,0.0,Worldwide,ORPHANET_9324076[PMID],9324076
629,Short stature due to growth hormone qualitative anomaly,Point prevalence,<1 / 1 000 000,0.0,Worldwide,ORPHANET_263308[PMID]_3965948[PMID],263308
629,Short stature due to growth hormone qualitative anomaly,Point prevalence,<1 / 1 000 000,0.0,Worldwide,ORPHANET_263308[PMID]_3965948[PMID],3965948
3437,Vogt-Koyanagi-Harada disease,Annual incidence,1-9 / 100 000,3.75,United States,27008848[PMID],27008848
2032,Idiopathic pulmonary fibrosis,Annual incidence,1-9 / 100 000,8.3,United States,7921471[PMID]_23204124[PMID],7921471
2032,Idiopathic pulmonary fibrosis,Annual incidence,1-9 / 100 000,8.3,United States,7921471[PMID]_23204124[PMID],23204124
2032,Idiopathic pulmonary fibrosis,Point prevalence,1-5 / 10 000,11.5,Europe,23204124[PMID]_European Medicines Agency 2018[INST],23204124
2032,Idiopathic pulmonary fibrosis,Point prevalence,1-9 / 100 000,1.25,Belgium,11484513[PMID],11484513
2032,Idiopathic pulmonary fibrosis,Annual incidence,1-9 / 1 000 000,0.22,Belgium,23204124[PMID],23204124
2032,Idiopathic pulmonary fibrosis,Point prevalence,1-5 / 10 000,23.9,Norway,12693805[PMID],12693805
2032,Idiopathic pulmonary fibrosis,Annual incidence,1-9 / 100 000,6.02,United Kingdom,ORPHANET_16844727[PMID]_21525528[PMID],16844727
2032,Idiopathic pulmonary fibrosis,Annual incidence,1-9 / 100 000,6.02,United Kingdom,ORPHANET_16844727[PMID]_21525528[PMID],21525528
2032,Idiopathic pulmonary fibrosis,Point prevalence,1-5 / 10 000,17.0,Finland,11923553[PMID],11923553
2032,Idiopathic pulmonary fibrosis,Annual incidence,1-9 / 100 000,4.3,Norway,12693805[PMID],12693805
2032,Idiopathic pulmonary fibrosis,Point prevalence,1-5 / 10 000,12.1,Czech Republic,23204124[PMID],23204124
2032,Idiopathic pulmonary fibrosis,Annual incidence,1-9 / 1 000 000,0.94,Czech Republic,23204124[PMID],23204124
2032,Idiopathic pulmonary fibrosis,Point prevalence,1-9 / 100 000,3.38,Greece,19345567[PMID],19345567
2032,Idiopathic pulmonary fibrosis,Annual incidence,1-9 / 1 000 000,0.93,Greece,19345567[PMID],19345567
2032,Idiopathic pulmonary fibrosis,Point prevalence,1-9 / 100 000,2.95,Japan,18657060[PMID],18657060
2032,Idiopathic pulmonary fibrosis,Annual incidence,1-9 / 100 000,1.25,"Taiwan, Province of China",22954482[PMID],22954482
2032,Idiopathic pulmonary fibrosis,Point prevalence,1-9 / 100 000,6.4,"Taiwan, Province of China",22954482[PMID],22954482
2032,Idiopathic pulmonary fibrosis,Point prevalence,1-5 / 10 000,38.5,United States,ORPHANET_23204124[PMID]_7921471[PMID],23204124
2032,Idiopathic pulmonary fibrosis,Point prevalence,1-5 / 10 000,38.5,United States,ORPHANET_23204124[PMID]_7921471[PMID],7921471
2902,Idiopathic chronic eosinophilic pneumonia,Annual incidence,1-9 / 1 000 000,0.23,Iceland,17277407[PMID],17277407
1302,Cryptogenic organizing pneumonia,Point prevalence,1-9 / 1 000 000,0.81,Spain,15127977[PMID],15127977
1302,Cryptogenic organizing pneumonia,Point prevalence,1-9 / 1 000 000,0.92,Greece,19345567[PMID],19345567
1302,Cryptogenic organizing pneumonia,Annual incidence,1-9 / 100 000,1.1,Iceland,18204109[PMID],18204109
466677,Scorpion envenomation,Point prevalence,Unknown,0.0,Worldwide,ORPHANET_27912864[PMID],27912864
466688,Severe intellectual disability-corpus callosum agenesis-facial dysmorphism-cerebellar ataxia syndrome,Point prevalence,<1 / 1 000 000,0.0,Worldwide,ORPHANET_25388005[PMID],25388005
466695,Supratip dysplasia,Point prevalence,<1 / 1 000 000,0.0,Worldwide,ORPHANET_26947355[PMID],26947355
466670,Cyanide poisoning,Point prevalence,Unknown,0.0,Worldwide,ORPHANET_7662055[PMID],7662055
466650,Exercise-induced malignant hyperthermia,Point prevalence,Unknown,0.0,Worldwide,ORPHANET_22538307[PMID]_23476141[PMID],22538307
466650,Exercise-induced malignant hyperthermia,Point prevalence,Unknown,0.0,Worldwide,ORPHANET_22538307[PMID]_23476141[PMID],23476141
466962,SMARCA4-deficient sarcoma of thorax,Point prevalence,<1 / 1 000 000,0.0,Worldwide,ORPHANET_26343384[PMID],26343384
466950,Facial dysmorphism-developmental delay-behavioral abnormalities syndrome due to WAC point mutation,Point prevalence,<1 / 1 000 000,0.0,Worldwide,ORPHANET_27119754[PMID],27119754
466943,WAC-related facial dysmorphism-developmental delay-behavioral abnormalities syndrome,Point prevalence,<1 / 1 000 000,0.0,Worldwide,ORPHANET_27119754[PMID],27119754
466926,Seizures-scoliosis-macrocephaly syndrome,Point prevalence,<1 / 1 000 000,0.0,Worldwide,ORPHANET_30997052[PMID],30997052
466934,VPS11-related autosomal recessive hypomyelinating leukodystrophy,Point prevalence,<1 / 1 000 000,0.0,Worldwide,ORPHANET_26307567[PMID]_27119754[PMID],26307567
466934,VPS11-related autosomal recessive hypomyelinating leukodystrophy,Point prevalence,<1 / 1 000 000,0.0,Worldwide,ORPHANET_26307567[PMID]_27119754[PMID],27119754
466921,Childhood-onset progressive contractures-limb-girdle weakness-muscle dystrophy syndrome,Point prevalence,<1 / 1 000 000,0.0,Worldwide,ORPHANET_26581302[PMID],26581302
466806,Autosomal dominant thrombocytopenia with platelet secretion defect,Point prevalence,<1 / 1 000 000,0.0,Worldwide,ORPHANET_26280575[PMID]_26769223[PMID],26280575
466806,Autosomal dominant thrombocytopenia with platelet secretion defect,Point prevalence,<1 / 1 000 000,0.0,Worldwide,ORPHANET_26280575[PMID]_26769223[PMID],26769223
466801,LIMS2-related limb-girdle muscular dystrophy,Point prevalence,<1 / 1 000 000,0.0,Worldwide,ORPHANET_25589244[PMID],25589244
466794,Acute infantile liver failure-cerebellar ataxia-peripheral sensory motor neuropathy syndrome,Point prevalence,<1 / 1 000 000,0.0,Worldwide,ORPHANET_26581903[PMID],26581903
466791,Macrocephaly-intellectual disability-left ventricular non compaction syndrome,Point prevalence,<1 / 1 000 000,0.0,Worldwide,ORPHANET_26571461[PMID]_27329731[PMID]_27550220[PMID],26571461
466791,Macrocephaly-intellectual disability-left ventricular non compaction syndrome,Point prevalence,<1 / 1 000 000,0.0,Worldwide,ORPHANET_26571461[PMID]_27329731[PMID]_27550220[PMID],27329731
466791,Macrocephaly-intellectual disability-left ventricular non compaction syndrome,Point prevalence,<1 / 1 000 000,0.0,Worldwide,ORPHANET_26571461[PMID]_27329731[PMID]_27550220[PMID],27550220
466784,Neonatal severe cardiopulmonary failure due to mitochondrial methylation defect,Point prevalence,<1 / 1 000 000,0.0,Worldwide,ORPHANET_26522469[PMID],26522469
466775,Autosomal recessive Charcot-Marie-Tooth disease type 2X,Point prevalence,<1 / 1 000 000,0.0,Worldwide,ORPHANET_26556829[PMID],26556829
466768,Autosomal dominant Charcot-Marie-Tooth disease type 2Z,Point prevalence,<1 / 1 000 000,0.0,Worldwide,ORPHANET_26497905[PMID]_26659848[PMID]_26912637[PMID]_27105897[PMID]_27329773[PMID],26497905
466768,Autosomal dominant Charcot-Marie-Tooth disease type 2Z,Point prevalence,<1 / 1 000 000,0.0,Worldwide,ORPHANET_26497905[PMID]_26659848[PMID]_26912637[PMID]_27105897[PMID]_27329773[PMID],26659848
466768,Autosomal dominant Charcot-Marie-Tooth disease type 2Z,Point prevalence,<1 / 1 000 000,0.0,Worldwide,ORPHANET_26497905[PMID]_26659848[PMID]_26912637[PMID]_27105897[PMID]_27329773[PMID],26912637
466768,Autosomal dominant Charcot-Marie-Tooth disease type 2Z,Point prevalence,<1 / 1 000 000,0.0,Worldwide,ORPHANET_26497905[PMID]_26659848[PMID]_26912637[PMID]_27105897[PMID]_27329773[PMID],27105897
466768,Autosomal dominant Charcot-Marie-Tooth disease type 2Z,Point prevalence,<1 / 1 000 000,0.0,Worldwide,ORPHANET_26497905[PMID]_26659848[PMID]_26912637[PMID]_27105897[PMID]_27329773[PMID],27329773
466722,Autosomal recessive spastic paraplegia type 77,Point prevalence,<1 / 1 000 000,0.0,Worldwide,ORPHANET_29126765[PMID],29126765
466718,Martinique crinkled retinal pigment epitheliopathy,Point prevalence,<1 / 1 000 000,0.0,Worldwide,ORPHANET_23370609[PMID]_26744326[PMID],23370609
466718,Martinique crinkled retinal pigment epitheliopathy,Point prevalence,<1 / 1 000 000,0.0,Worldwide,ORPHANET_23370609[PMID]_26744326[PMID],26744326
466703,TMEM199-CDG,Point prevalence,<1 / 1 000 000,0.0,Worldwide,ORPHANET_19067230[PMID]_26833330[PMID]_29321044[PMID],19067230
466703,TMEM199-CDG,Point prevalence,<1 / 1 000 000,0.0,Worldwide,ORPHANET_19067230[PMID]_26833330[PMID]_29321044[PMID],26833330
466703,TMEM199-CDG,Point prevalence,<1 / 1 000 000,0.0,Worldwide,ORPHANET_19067230[PMID]_26833330[PMID]_29321044[PMID],29321044
465824,Fetal encasement syndrome,Point prevalence,<1 / 1 000 000,0.0,Worldwide,ORPHANET_20961246[PMID],20961246
466026,Class I glucose-6-phosphate dehydrogenase deficiency,Point prevalence,<1 / 1 000 000,0.0,Worldwide,ORPHANET_20200584[PMID],20200584
468620,Intellectual disability-epilepsy-extrapyramidal syndrome,Point prevalence,<1 / 1 000 000,0.0,Worldwide,ORPHANET_26048982[PMID],26048982
468631,Microcephalic cortical malformations-short stature due to RTTN deficiency,Point prevalence,<1 / 1 000 000,0.0,Worldwide,ORPHANET_22939636[PMID]_26608784[PMID]_26940245[PMID],22939636
468631,Microcephalic cortical malformations-short stature due to RTTN deficiency,Point prevalence,<1 / 1 000 000,0.0,Worldwide,ORPHANET_22939636[PMID]_26608784[PMID]_26940245[PMID],26608784
468631,Microcephalic cortical malformations-short stature due to RTTN deficiency,Point prevalence,<1 / 1 000 000,0.0,Worldwide,ORPHANET_22939636[PMID]_26608784[PMID]_26940245[PMID],26940245
467166,Tubulinopathy-associated dysgyria,Point prevalence,<1 / 1 000 000,0.0,Worldwide,ORPHANET_26130693[PMID],26130693
467176,Severe hypotonia-psychomotor developmental delay-strabismus-cardiac septal defect syndrome,Point prevalence,<1 / 1 000 000,0.0,Worldwide,ORPHANET_26358778[PMID],26358778
468635,Cryptogenic multifocal ulcerous stenosing enteritis,Point prevalence,<1 / 1 000 000,0.0,Worldwide,ORPHANET_24369459[PMID]_25708899[PMID],24369459
468635,Cryptogenic multifocal ulcerous stenosing enteritis,Point prevalence,<1 / 1 000 000,0.0,Worldwide,ORPHANET_24369459[PMID]_25708899[PMID],25708899
468641,Chronic enteropathy associated with SLCO2A1 gene,Point prevalence,<1 / 1 000 000,0.0,Worldwide,ORPHANET_24035666[PMID]_23268370[PMID]_25708899[PMID]_26539716[PMID]_17709045[PMID],24035666
468641,Chronic enteropathy associated with SLCO2A1 gene,Point prevalence,<1 / 1 000 000,0.0,Worldwide,ORPHANET_24035666[PMID]_23268370[PMID]_25708899[PMID]_26539716[PMID]_17709045[PMID],23268370
468641,Chronic enteropathy associated with SLCO2A1 gene,Point prevalence,<1 / 1 000 000,0.0,Worldwide,ORPHANET_24035666[PMID]_23268370[PMID]_25708899[PMID]_26539716[PMID]_17709045[PMID],25708899
468641,Chronic enteropathy associated with SLCO2A1 gene,Point prevalence,<1 / 1 000 000,0.0,Worldwide,ORPHANET_24035666[PMID]_23268370[PMID]_25708899[PMID]_26539716[PMID]_17709045[PMID],26539716
468641,Chronic enteropathy associated with SLCO2A1 gene,Point prevalence,<1 / 1 000 000,0.0,Worldwide,ORPHANET_24035666[PMID]_23268370[PMID]_25708899[PMID]_26539716[PMID]_17709045[PMID],17709045
468661,Autosomal recessive spastic paraplegia type 74,Point prevalence,<1 / 1 000 000,0.0,Worldwide,ORPHANET_25609768[PMID],25609768
468666,Isolated generalized anhidrosis with normal sweat glands,Point prevalence,<1 / 1 000 000,0.0,Worldwide,ORPHANET_25329695[PMID]_2401610[PMID],25329695
468666,Isolated generalized anhidrosis with normal sweat glands,Point prevalence,<1 / 1 000 000,0.0,Worldwide,ORPHANET_25329695[PMID]_2401610[PMID],2401610
468678,White-Sutton syndrome,Point prevalence,<1 / 1 000 000,0.0,Worldwide,ORPHANET_26739615[PMID]_27148570[PMID],26739615
468678,White-Sutton syndrome,Point prevalence,<1 / 1 000 000,0.0,Worldwide,ORPHANET_26739615[PMID]_27148570[PMID],27148570
468684,CCDC115-CDG,Point prevalence,<1 / 1 000 000,0.0,Worldwide,ORPHANET_26833332[PMID]_26833330[PMID],26833332
468684,CCDC115-CDG,Point prevalence,<1 / 1 000 000,0.0,Worldwide,ORPHANET_26833332[PMID]_26833330[PMID],26833330
468672,Colobomatous macrophthalmia-microcornea syndrome,Point prevalence,<1 / 1 000 000,0.0,Worldwide,ORPHANET_12900897[PMID],12900897
468726,Severe primary trimethylaminuria,Point prevalence,Unknown,0.0,Worldwide,ORPHANET_25335494[PMID],25335494
468699,SLC39A8-CDG,Point prevalence,<1 / 1 000 000,0.0,Worldwide,ORPHANET_26637978[PMID]_26637979[PMID],26637978
468699,SLC39A8-CDG,Point prevalence,<1 / 1 000 000,0.0,Worldwide,ORPHANET_26637978[PMID]_26637979[PMID],26637979
468717,Rhizomelic chondrodysplasia punctata type 5,Point prevalence,<1 / 1 000 000,0.0,Worldwide,ORPHANET_26220973[PMID],26220973
401785,Autosomal recessive spastic paraplegia type 62,Point prevalence,<1 / 1 000 000,0.0,Worldwide,ORPHANET_24482476[PMID],24482476
401780,Autosomal recessive spastic paraplegia type 61,Point prevalence,<1 / 1 000 000,0.0,Worldwide,ORPHANET_24482476[PMID],24482476
401800,Autosomal recessive spastic paraplegia type 60,Point prevalence,<1 / 1 000 000,0.0,Worldwide,ORPHANET_24482476[PMID],24482476
401795,Autosomal recessive spastic paraplegia type 59,Point prevalence,<1 / 1 000 000,0.0,Worldwide,ORPHANET_24482476[PMID],24482476
401768,Proximal myopathy with extrapyramidal signs,Point prevalence,<1 / 1 000 000,0.0,Worldwide,ORPHANET_24336167[PMID],24336167
401764,Pancytopenia-developmental delay syndrome,Point prevalence,<1 / 1 000 000,0.0,Worldwide,ORPHANET_24507776[PMID]_27185855[PMID],24507776
401764,Pancytopenia-developmental delay syndrome,Point prevalence,<1 / 1 000 000,0.0,Worldwide,ORPHANET_24507776[PMID]_27185855[PMID],27185855
401777,Optic atrophy-intellectual disability syndrome,Point prevalence,<1 / 1 000 000,0.0,Worldwide,ORPHANET_24462372[PMID],24462372
401830,Autosomal recessive spastic paraplegia type 69,Point prevalence,<1 / 1 000 000,0.0,Worldwide,ORPHANET_24482476[PMID],24482476
401835,Autosomal recessive spastic paraplegia type 70,Point prevalence,<1 / 1 000 000,0.0,Worldwide,ORPHANET_24482476[PMID],24482476
401840,Autosomal recessive spastic paraplegia type 71,Point prevalence,<1 / 1 000 000,0.0,Worldwide,ORPHANET_24482476[PMID],24482476
401805,Autosomal recessive spastic paraplegia type 63,Point prevalence,<1 / 1 000 000,0.0,Worldwide,ORPHANET_24482476[PMID],24482476
401810,Autosomal recessive spastic paraplegia type 64,Point prevalence,<1 / 1 000 000,0.0,Worldwide,ORPHANET_24482476[PMID],24482476
401815,Autosomal recessive spastic paraplegia type 66,Point prevalence,<1 / 1 000 000,0.0,Worldwide,ORPHANET_24482476[PMID],24482476
401820,Autosomal recessive spastic paraplegia type 67,Point prevalence,<1 / 1 000 000,0.0,Worldwide,ORPHANET_24482476[PMID],24482476
401866,Childhood-onset spasticity with hyperglycinemia,Point prevalence,<1 / 1 000 000,0.0,Worldwide,ORPHANET_17485548[PMID]_24334290[PMID],17485548
401866,Childhood-onset spasticity with hyperglycinemia,Point prevalence,<1 / 1 000 000,0.0,Worldwide,ORPHANET_17485548[PMID]_24334290[PMID],24334290
401869,Multiple mitochondrial dysfunctions syndrome type 1,Point prevalence,<1 / 1 000 000,0.0,Worldwide,ORPHANET_24777537[PMID]_22077971[PMID],24777537
401869,Multiple mitochondrial dysfunctions syndrome type 1,Point prevalence,<1 / 1 000 000,0.0,Worldwide,ORPHANET_24777537[PMID]_22077971[PMID],22077971
401874,Multiple mitochondrial dysfunctions syndrome type 2,Point prevalence,<1 / 1 000 000,0.0,Worldwide,ORPHANET_24777537[PMID]_21944046[PMID]_24334290[PMID]_22562699[PMID],24777537
401874,Multiple mitochondrial dysfunctions syndrome type 2,Point prevalence,<1 / 1 000 000,0.0,Worldwide,ORPHANET_24777537[PMID]_21944046[PMID]_24334290[PMID]_22562699[PMID],21944046
401874,Multiple mitochondrial dysfunctions syndrome type 2,Point prevalence,<1 / 1 000 000,0.0,Worldwide,ORPHANET_24777537[PMID]_21944046[PMID]_24334290[PMID]_22562699[PMID],24334290
401874,Multiple mitochondrial dysfunctions syndrome type 2,Point prevalence,<1 / 1 000 000,0.0,Worldwide,ORPHANET_24777537[PMID]_21944046[PMID]_24334290[PMID]_22562699[PMID],22562699
401849,Autosomal spastic paraplegia type 72,Point prevalence,<1 / 1 000 000,0.0,Worldwide,ORPHANET_24388663[PMID],24388663
401859,Lipoic acid synthetase deficiency,Point prevalence,<1 / 1 000 000,0.0,Worldwide,ORPHANET_24777537[PMID]_22152680[PMID]_24334290[PMID],24777537
401859,Lipoic acid synthetase deficiency,Point prevalence,<1 / 1 000 000,0.0,Worldwide,ORPHANET_24777537[PMID]_22152680[PMID]_24334290[PMID],22152680
401859,Lipoic acid synthetase deficiency,Point prevalence,<1 / 1 000 000,0.0,Worldwide,ORPHANET_24777537[PMID]_22152680[PMID]_24334290[PMID],24334290
401862,Lipoyl transferase 1 deficiency,Point prevalence,<1 / 1 000 000,0.0,Worldwide,ORPHANET_27247813[PMID],27247813
401920,Fibrolamellar hepatocellular carcinoma,Annual incidence,<1 / 1 000 000,0.02,United States,SEER Surveillance Epidemiology and end results [REG]_14999699[PMID],14999699
401911,AXIN2-related attenuated familial adenomatous polyposis,Point prevalence,<1 / 1 000 000,0.0,Worldwide,ORPHANET_23838596[PMID],23838596
401901,Huntington disease-like syndrome due to C9ORF72 expansions,Point prevalence,<1 / 1 000 000,0.0,Worldwide,ORPHANET_24363131[PMID],24363131
401942,Familial median cleft of the upper and lower lips,Point prevalence,<1 / 1 000 000,0.0,Worldwide,ORPHANET_23860042[PMID],23860042
401935,14q24.1q24.3 microdeletion syndrome,Point prevalence,<1 / 1 000 000,0.0,Worldwide,ORPHANET_24357125[PMID],24357125
401923,9q31.1q31.3 microdeletion syndrome,Point prevalence,<1 / 1 000 000,0.0,Worldwide,ORPHANET_24376033[PMID],24376033
401959,Partial corpus callosum agenesis-cerebellar vermis hypoplasia with posterior fossa cysts syndrome,Point prevalence,<1 / 1 000 000,0.0,Worldwide,ORPHANET_24045845[PMID],24045845
401953,Episodic ataxia with slurred speech,Point prevalence,<1 / 1 000 000,0.0,Worldwide,ORPHANET_23982692[PMID],23982692
